ID	PAM50	Bcellsnaive	Bcellsmemory	Plasmacells	TcellsCD8	TcellsCD4naive	TcellsCD4memoryresting	TcellsCD4memoryactivated	Tcellsfollicularhelper	Tcellsregulatory(Tregs)	Tcellsgammadelta	NKcellsresting	NKcellsactivated	Monocytes	MacrophagesM0	MacrophagesM1	MacrophagesM2	Dendriticcellsresting	Dendriticcellsactivated	Mastcellsresting	Mastcellsactivated	Eosinophils	Neutrophils
B16324	Basal	0.147641946	0	0.011623452	0.086082762	0	0.105782	0	0.05453798	0.02870224	0	0.034580956	0	0.031259818	0.016791514	0.032992708	0.274465766	0.104578099	0	0.070960758	0	0	0
B16336	LumB	0.015657302	0	0.00931503	0	0	0.162995232	0.02108858	0.094101306	0.030296175	0	0.037499792	0	0.041694815	0.130018404	0.110713358	0.270890279	0.004360339	0	0.071369388	0	0	0
B16349	Her2	0.104140872	0	0.214696841	0	0	0.096420872	0	0.025746914	0	0	0	0.045416977	0	0.157928248	0.018205542	0.207206212	0.054309986	0	0.075927535	0	0	0
B16356	Her2	0.037245393	0	0	0.200975981	0	0	0.1972668	0.056943269	0.024550601	0	0.051867794	0.024473156	0.027082899	0.052667634	0.024115132	0.295164832	0.006534536	0	0	0.000928865	0	0.000183106
B16357	Basal	0.035837673	0	0.312712146	0.02119575	0	0.052060944	0	0.054041392	0	0	0.018344019	0	0.003394762	0.051936058	0.047395334	0.306945155	0	0	0.096136767	0	0	0
SD0012	LumB	0.120394208	0	0.05030747	0	0	0.117467575	0	0	0.016222366	0	0	0.011041037	0	0.105652531	0.015540801	0.448449763	0	0	0.097304093	0	0	0.017620157
SD0014	LumA	0.165023175	0	0.057047374	0.071844632	0	0.207530521	0	0.045468346	0.057927836	0	0.034193344	0	0	0.044659373	0.051573817	0.124222864	0.018909977	0	0.121598742	0	0	0
SD0015	LumA	0.162653332	0	0.052245936	0.018055953	0	0.235337028	0	0.030000591	0	0	0.026652819	0	0	0	0.021018481	0.279972113	0.046154218	0	0.116838538	0	0	0.01107099
SD0017	LumB	0.155522863	0	0.098458758	0.082810134	0	0.148386989	0	0	0.078976316	0	0	0.019699909	0.033663944	0.041780674	0.073727744	0.128777318	0.042939764	0	0.095255586	0	0	0
SD0018	LumB	0.129396899	0	0.070668512	0.014650601	0	0.133530967	0	0.085909061	0	0	0	0.029193758	0	0.152674604	0.031444921	0.304962861	0	0	0.037756382	0	0	0.009811433
SD0023	LumB	0.106760244	0	0.131553235	0.030122363	0	0.103774928	0	0.015769624	0.044317558	0	0.014533164	0.008588559	0	0.223861937	0.018884073	0.239992128	0	0	0.061842189	0	0	0
SD0027	Basal	0.116644852	0	0.003358784	0.000618474	0	0.081717747	0	0.131704319	0.024378593	0	0.004259051	0.039473471	0.00196525	0.135571743	0.101024027	0.146290655	0	0.187655759	0	0.025337274	0	0
SD0028	LumB	0.13753306	0	0.088244574	0.099912265	0	0.215625776	0.004186713	0.000458686	0.040237086	0	0.02305459	0	0.013685411	0	0.046396341	0.231019923	0.064574375	0	0.012592246	0	0	0.022478954
SD0029	LumA	0.105479797	0	0.178046752	0.106544719	0	0.202658728	0.00240123	0.033117432	0.046167305	0	0.02391426	0.010314383	0.007872191	0	0.065157488	0.17412649	0.000898434	0	0.023483746	0	0	0.019817046
SD0030	Her2	0.129597685	0	0.077153021	0.005347787	0	0.279705848	0.002368503	0.024061816	0	0	0.042820995	0	0.001774207	0	0.057603913	0.309827315	0.041707312	0	0.012753741	0	0	0.015277856
SD0032	Basal	0.103465041	0	0.075495179	0.027976366	0	0.33749941	0.026986659	0.001617479	0	0	0.036613883	0	0.008108221	0.002928082	0.089181804	0.190908034	0.045508469	0.005297053	0.046420442	0	0	0.001993879
SD0033	Basal	0.102704338	0	0.076027384	0.167180899	0	0.072475301	0	0.068962569	0.073386976	0	0	0.167570639	0.008316015	0.046413737	0.079636428	0.115379588	0.008989879	0	0.006699215	0	0	0.006257032
SD0034	Her2	0.082423828	0	0.128920192	0	0	0.076337863	0	0.027341072	0	0	0	0.020068322	0	0.104625909	0.027115465	0.376126931	0.000905639	0	0.098399496	0	0	0.057735283
SD0037	LumB	0.136214599	0	0.154981118	0.020251838	0	0.179406867	0	0.031314097	0	0	0	0.018288242	0.004032997	0.058411552	0.083935724	0.208346504	0.004622494	0	0.079353961	0	0	0.020840006
SD0042	Basal	0.065467836	0	0.051727131	0.046840858	0	0.104759532	0	0.025855645	0.056939584	0	0.006108912	0.017870515	0	0.325387087	0.048654383	0.250388519	0	0	0	0	0	0
SD0043	LumB	0.161841373	0	0.012895247	0	0	0.133934844	0	0.029432797	0.021890954	0	0	0.017954489	0	0	0.003831228	0.441741455	0.028651003	0.045321154	0	0.070275676	0	0.03222978
SD0044	LumA	0.019039534	0	0	0	0	0.204790528	0	0	0.062799651	0	0	0.040562801	0.035259426	0	0	0.341974039	0.122301111	0	0.17327291	0	0	0
SD0045	LumA	0.077199042	0	0.06635979	0	0	0.207862929	0	0.006798083	0	0	0	0.010411542	0	0.15857928	0.067312387	0.241227573	0.070026929	0	0.086169201	0	0	0.008053241
SD0048	LumA	0.169494702	0	0.028688209	0	0	0.164019997	0	0	0.044356446	0	0.023488252	0.009794747	0	0.078966244	0.001662293	0.458600994	0	0	0	0.007649682	0	0.013278436
SD0050	Her2	0.124726619	0	0.094738193	0.027293473	0	0.20155114	0.034386327	0	0.013845685	0	0.02606917	0	0.00514159	0.000202637	0.037131725	0.296744147	0	0.046663362	0.065170921	0	0	0.026335011
SD0052	LumA	0.175440406	0	0.00576543	0.03096399	0	0.260412462	0	0.023627931	0.027987986	0	0	0.007886753	0.023856513	0.014280575	0.10313719	0.182871403	0.030928027	0	0.112841334	0	0	0
SD0053	LumB	0.06933905	0	0.090907726	0	0	0.175355744	0.051473162	0.052379053	0.033771213	0	0	0	0.022162136	0	0.051981569	0.304384359	0.027120725	0.003646371	0.117478893	0	0	0
SD0054	Basal	0.074010245	0	0.102192885	0.052510988	0	0.176167139	0	0.00491929	0.012664416	0	0.016481698	0.010699752	0.001711414	0.139897832	0.035008109	0.265979638	0.01776145	0.003827503	0.060439773	0	0	0.025727869
SD0058	LumA	0.085892158	0	0.011219063	0	0	0.106011705	0	0	0.00284347	0	0	0.034865318	0	0	0.02016541	0.506052948	0.122632486	0	0.061846875	0	0	0.048470568
SD0059	Normal	0.251064128	0	0.261998936	0.002788471	0	0.134846923	0	0.022132507	0	0	0	0.011028637	0	0	0.023274702	0.164626064	0.078969434	0	0.049270197	0	0	0
SD0060	Her2	0.123302761	0	0	0	0	0.172766108	0	0	0	0	0	0.019994785	0	0.075313916	0.016923722	0.424608801	0	0	0.087102935	0	0	0.079986973
SD0061	Her2	0.168401738	0	0.121232718	0.071105644	0	0.259544453	0	0.032889584	0.010600547	0	0.034122774	0	0	0.007757944	0.083141511	0.172752265	0	0	0.033148951	0	0	0.005301871
SD0062	Basal	0.199892475	0.016270831	0.059701544	0.045055795	0	0.260330741	0.044053465	0.008844518	0.011762619	0	0.047187665	0	0.014361889	0.058871183	0.054671197	0.116648695	0.051357669	0	0.010989715	0	0	0
SD0063	LumB	0.090347553	0	0.115473715	0.022181393	0	0.201547327	0	0.059374832	0	0	0.032251844	0	0	0.020361637	0.028209347	0.200428703	0.002540384	0.001650555	0.19378095	0	0	0.031851763
SD0066	Her2	0.147481703	0	0.131353224	0.066765168	0	0.204596121	0	0.021705559	0.067512157	0	0	0.018006241	0.030199424	0.05566519	0.066225692	0.0852105	0.025557873	0	0.079721148	0	0	0
SD0068	LumA	0.135018088	0	0	0.023947904	0	0.09193112	0	0.096320077	0.008320239	0	0	0.047323611	0	0.122753905	0	0.320929339	0	0.084575944	0.059527121	0	0	0.009352652
SD0072	LumA	0.138367818	0	0.015169664	0.020764024	0	0.245311358	0	0.01226876	0	0	0.04304516	0	0.005357571	0.099077692	0.062795522	0.164346156	0.017831508	0	0.175664767	0	0	0
SD0074	LumA	0.143512053	0	0.215303847	0.028961479	0	0.200281124	0	0.008344483	0.024981491	0	0.042110726	0	0	0.06008222	0.062779386	0.119289495	0.018893062	0	0.075460635	0	0	0
SD0075	LumA	0.114282311	0	0.052022892	0	0	0.078579094	0	0.059875825	0.045563378	0	0.038060191	0	0	0.342299473	0.017619704	0.216891768	0	0	0	0.034805365	0	0
SD0077	Basal	0.052457464	0	0	0	0	0.202223364	0	0.012130104	0.004884842	0	0.006059725	0.013710665	0	0.271952177	0	0.204273413	0	0.020047395	0	0.204754304	0	0.007506547
SD0078	LumA	0.199260833	0	0.073744137	0.010378045	0	0.116657764	0	0.04241431	0	0	0	0.04097878	0	0	0	0.289931259	0.020397534	0.011084597	0.166562564	0	0	0.028590176
SD0079	Her2	0.082869443	0	0.159793832	0	0	0.049810493	0	0.013880675	0.00705326	0	0	0.01314451	0	0.163345725	0.022211885	0.375588263	0.009676045	0	0	0.050899909	0	0.051725961
SD0080	LumB	0.097639249	0	0.126474118	0.038993364	0	0.22957922	0	0.015489557	0	0	0.025578523	0	0	0.0342276	0.051526055	0.215338619	0	0	0.152645743	0	0	0.012507953
SD0081	LumB	0.089232593	0	0	0	0	0.081637865	0	0	0	0	0	0.020969307	0	0	0.016934465	0.47425016	0.073367586	0	0.212873084	0	0	0.030734939
SD0082	Her2	0.111252052	0	0.336364564	0.066954494	0	0.09539663	0.033378248	0.025782617	0	0	0.032838686	0.009392742	0	0.053776337	0.07593566	0.126859381	0	0.000965483	0.018011242	0	0	0.013091862
SD0083	Basal	0.109827478	0	0.132993045	0.106670637	0	0.135416906	0	0.066414502	0.020419149	0	0	0.037701921	0	0.149091344	0.077943601	0.163521417	0	0	0	0	0	0
SD0084	LumB	0.067020438	0	0.017837645	0	0	0.027355208	0	0.034387552	0.026800201	0	0	0.007920284	0	0.157956504	0	0.250958925	0	0	0.241201457	0.168561786	0	0
SD0088	LumA	0.086592601	0	0	0.079819642	0	0.146567249	0	0.025065261	0.048033449	0	0.010714454	0.002705492	0.004133014	0.156093172	0.071132836	0.271994055	0.050436664	0	0.046712111	0	0	0
SD0089	Basal	0.137160283	0	0	0	0	0.121675957	0	0.032141964	0	0	0	0.047705513	0	0.252731681	0.007522496	0.317614198	0	0	0.015809083	0	0	0.067638825
SD0090	LumB	0.138284117	0	0.058952948	0.027037638	0	0.286208451	0	0.00123035	0.011584137	0	0	0.004716845	0.000811875	0	0.043288756	0.254275495	0.07053874	0	0.103070647	0	0	0
SD0092	Normal	0.126030669	0	0.080261646	0.027608084	0	0.183590468	0.007007223	0.010428654	0.021109899	0	0.034703458	0	0.016334893	0.052283935	0.141690274	0.144722375	0.1044715	0	0.049756922	0	0	0
SD0093	LumA	0.15626757	0	0.044991748	0.012484097	0	0.100206423	0	0.084709144	0.010946845	0	0	0.006126584	0	0.232787448	0.020047334	0.080924203	0	0	0.201477947	0.049030657	0	0
SD0096	LumA	0.121910508	0	0	0	0	0.253724641	0.000243748	0	0	0	0.049577689	0	0.01263204	0	0.037567295	0.176522624	0.085768447	0	0.262053007	0	0	0
SD0102	LumB	0.163962451	0	0.067262055	0	0	0.160784763	0	0.014507099	0.004267334	0	0.012720056	0.014280983	0	0.006138832	0.038565334	0.349865839	0.007160242	0.040427047	0.091309114	0	0	0.028748851
SD0104	LumA	0.090296606	0	0.003497717	0.005119175	0	0.239493308	0	0.015763742	0	0	0.025539847	0	0	0.275108997	0.03662832	0.208714526	0	0	0.095756209	0	0	0.004081553
SD0106	Her2	0.16139137	0	0.181291807	0.001107849	0	0.214465783	0.004533973	0	0	0	0.03350598	0	0	0.034613565	0.049861265	0.229530368	0.034459984	0	0.033647	0	0	0.021591057
SD0108	Her2	0.144090048	0	0.153768356	0	0	0.183305539	0	0	0	0	0.024924759	0.005476183	0	0.121364926	0.05036259	0.21335086	0	0	0.014283326	0.061119496	0	0.027953916
SD0113	LumA	0.14141881	0	0.193757981	0.097386345	0	0.143012707	0.000440415	0.041947962	0.026858532	0	0.004313527	0.015573802	0.006670286	0	0.086979691	0.148144473	0.05712434	0	0.029979776	0	0	0.006391351
SD0122	LumA	0.165976478	0	0.006576087	0.026727862	0	0.094578308	0	0.021985771	0.01636389	0	0	0.01929074	0	0.154286199	0.00504768	0.3519635	0	0.009161183	0.115191773	0	0	0.012850531
SD0124	Basal	0.032905869	0	0.016352927	0.047129162	0	0.093476029	0	0.035167873	0.011698427	0	0	0.072622996	0.009945549	0.188993647	0.220554932	0.223206311	0	0	0	0.031913086	0	0.016033192
SD0126	Basal	0.122268293	0	0.152709019	0.145389517	0	0.066934017	0	0.062572136	0.037063548	0	0.051372424	0.032059194	0.026545756	0.06312324	0.118918907	0.12104395	0	0	0	0	0	0
SD0128	Basal	0.092411419	0	0.057773478	0.123210518	0	0.100068662	0	0.055591404	0.09049504	0	0	0.073858802	0.046468409	0.022904068	0.067435285	0.14848359	0.019709101	0	0.089435166	0	0	0.012155057
SD0129	LumA	0.146917381	0	0.088736385	0.078068123	0	0.154631495	0	0.014324577	0	0	0.025421741	0	0	0.062158199	0.032228261	0.228269056	0.0601376	0	0.109107181	0	0	0
SD0131	LumA	0.139295967	0	0.099349534	0.052824479	0	0.164062065	0	0.024875765	0.060666137	0	0.023742906	0	0	0.140823465	0.024432627	0.218392152	0	0	0.051534901	0	0	0
SD0133	LumB	0.106536168	0	0.22211672	0.008687971	0	0.071716349	0	0.015742269	0	0	0	0.030663489	0.008826044	0.021441539	0	0.129099856	0.003842673	0	0.381326923	0	0	0
SD0134	LumA	0.144844849	0	0.049217676	0	0	0.092579842	0	0	0.028239074	0	0	0.013441425	0	0	0.05161055	0.428029531	0.126716666	0	0.005741956	0.009855749	0	0.049722682
SD0138	Normal	0.160541552	0	0.050318366	0.03023004	0	0.316909198	0.031219519	0.014213465	0	0	0.058573751	0	0.007876241	0.025372286	0.128261211	0.157535022	0.006514335	0	0.012435016	0	0	0
SD0141	Basal	0.072825378	0	0.120829126	0.05922268	0	0.179593382	0	0.044664007	0.07483597	0	0.027434301	0	0.024911849	0.028772117	0.113482925	0.18501292	0.032596124	0	0.035819223	0	0	0
SD0142	Her2	0.117188118	0	0.016302703	0	0	0.090036444	0	0.018776905	0.051503559	0	0.031591977	0	0	0.529045263	0.012258581	0.108855695	0	0	0.022094339	0	0	0.002346417
SD0143	LumA	0.080388118	0	0	0	0	0.243731097	0	0.129077634	0	0	0.053609782	0	0	0.066647802	0	0.343052315	0	0	0	0.083493252	0	0
SD0144	Basal	0.083949703	0	0.059828355	0	0	0.18430939	0	0.075605133	0	0	0.078773052	0.007645408	0.018965278	0.018499781	0.008436932	0.306834661	0.019085549	0.008445091	0.124055582	0	0	0.005566084
SD0152	Her2	0.093595211	0	0.027374191	0	0	0.075516216	0	0.032508518	0.031059473	0	0.034313328	0	0	0.366035219	0.026283624	0.28083294	0	0	0.021066323	0	0	0.011414955
SD0155	Basal	0.118573816	0	0.166524049	0.025107324	0	0.202982794	0.04690471	0.043063748	0	0	0.013120593	0.024516617	0.015608347	0	0.061873133	0.211249635	0.00091356	0.034107147	0.011076729	0	0	0.024377798
SD0158	LumA	0.054662395	0	0.059579392	0.070355352	0	0.128261448	0	0.040796581	0	0	0.008836417	0	0	0	0.045142861	0.275681406	0.132512077	0	0.168160751	0.003175	0	0.01283632
SD0163	LumA	0.066732091	0	0.12890037	0	0	0.297174527	0.062887295	0.018120116	0.014870724	0	0.086533076	0	0.009720688	0	0.053951828	0.145952536	0.024777037	0	0.090379712	0	0	0
SD0164	Her2	0.09363937	0	0.11053906	0.032479404	0	0.299462926	0.030350016	0.010936575	0	0	0.040596172	0	0.004779499	0.092286812	0.068975671	0.15095608	0	0	0.064998416	0	0	0
SD0171	LumA	0.178027113	0	0.017109452	0	0	0.180928839	0	0	0.055530109	0	0.071948765	0	0	0.07799851	0	0.225846638	0	0	0.192610574	0	0	0
SD0176	LumA	0.076944289	0	0	0	0	0.186263081	0	0	0.02034063	0	0	0.019517198	0	0.337815258	0.044214622	0.169218977	0	0	0.145685944	0	0	0
SD0177_Lt	Her2	0.171259649	0	0.079522096	0.07123148	0	0.234180825	0	0.013374411	0.054543407	0	0.058291802	0	0.005445899	0.023338516	0.070574075	0.133001401	0.031336943	0	0.053899497	0	0	0
SD0177_Rt	Her2	0.10611401	0	0.1438368	0.040993335	0	0.141934581	0	0.056097483	0.008751851	0	0.000250758	0.018946341	0	0.045046647	0.12356362	0.147480882	0.090993527	0	0.059860095	0	0	0.016130071
SD0181	LumA	0.173375799	0	0.092798519	0.017519001	0	0.168015513	0	0.028882936	0.025639601	0	0.026707415	0.019634096	0	0.031631543	0.081050276	0.237799126	0	0	0.069350922	0	0	0.027595254
SD0182	LumA	0.144502746	0	0.086502379	0.022547461	0	0.204113117	0	0	0	0	0	0.012631218	0	0.075819371	0.005466183	0.33577254	0	0	0.058317246	0.020802353	0	0.033525387
SD0195	Basal	0.064844883	0	0.0407496	0.105689533	0	0.237213172	0.026706425	0.049413535	0.021749736	0	0.030964897	0.028785435	0.004289435	0.039969926	0.088983736	0.197228208	0.034354528	0.001085119	0.013045802	0	0	0.014926031
SD0208	LumA	0.159973156	0	0.013158603	0.007146761	0	0.306487078	0	0	0	0	0.030762166	0	0.009908202	0	0.055946928	0.276398803	0.101606562	0	0.030953977	0	0	0.007657763
SD0214	LumA	0.182722775	0	0.10741004	0.081545878	0	0.220953064	0	0.002507328	0	0	0.025989168	0	0	0.000564928	0.029348633	0.14283069	0.040640439	0	0.16245478	0	0	0.003032276
SD0216	Her2	0.095601741	0	0.218515794	0.068774006	0	0.113348565	0.02177993	0.036988391	0.027352555	0	0.025937416	0.003582202	0	0.015647434	0.054639178	0.25531001	0	0.020802817	0.027610189	0	0	0.014109771
SD0218	LumA	0.123155149	0	0.058550343	0	0	0.213843758	0	0.020208827	0	0	0	0.01540657	0	0.166415205	0.053502104	0.214290258	0	0	0.125212523	0	0	0.009415262
SD0220	LumA	0.218112271	0	0.12979768	0.032170594	0	0.166541634	0.010798058	0	0	0	0.051241838	0	0	0.065314369	0.053568079	0.162823616	0.047829881	0	0.057753593	0	0	0.004048387
SD0221	Her2	0.09618434	0	0.187043112	0	0	0.054728124	0	0.03204959	0.014681842	0	0	0.022698994	0	0.29854048	0.032698026	0.231634864	0	0	0.020946766	0	0	0.00879386
SD0224	LumA	0.120520383	0	0.090137558	0.005149897	0	0.133263047	0	0.007259094	0	0	0	0.015437365	0	0.011113641	0.037709543	0.241692609	0.010059765	0	0.293954878	0	0	0.033702221
SD0225	Her2	0.096556688	0	0.179804126	0.086194737	0	0.141212209	0	0.015782469	0.039746485	0	0.043973639	0.047128733	0.018039365	0.022226269	0.053685538	0.148426858	0.032651362	0	0.074571521	0	0	0
SD0229	LumA	0.222705112	0	0.164494151	0.061182347	0	0.066825524	0	0.041555336	0.00280642	0	0.00602376	0.012854037	0.018670461	0	0	0.169551077	0.02828493	0	0.205046845	0	0	0
SD0231	LumA	0.146759477	0	0.033387858	0.041287132	0	0.176158746	0	0.014922799	0.008760636	0	0.024266808	0	0	0	0.028139752	0.280471608	0.07903189	0	0.156379474	0	0	0.010433821
SD0237	LumB	0.088105148	0	0.14812664	0.006685183	0	0.352530444	0.001475154	0	0	0	0.020241178	0	0.008538773	0	0.065582935	0.158208694	0.09676178	0	0.053744071	0	0	0
SD0238	Her2	0.172322901	0	0.066922175	0.109504402	0	0.329906163	0.043018146	0.009611938	0	0	0.062562183	0	0.003052604	0.05255447	0.047454986	0.100273591	0	0	0.002816442	0	0	0
SD0241	Her2	0.217884867	0	0.08642962	0.0415225	0	0.267599681	0.055551776	0	0	0	0.055996944	0	0.005769997	0	0.07146395	0.111546512	0.024178454	0.028121283	0.028700966	0	0	0.00523345
SD0247	Her2	0.096074135	0	0.041882902	0	0	0.184992211	0	0.000830117	0	0	0.0019968	0.006436523	0	0.045541112	0.076691199	0.383871652	0	0	0.12686831	0	0	0.034815041
SD0248	LumB	0.145396309	0	0.033482536	0.01505392	0	0.260424508	0	0.014713131	0	0	0.02731127	0	0.011048911	0	0.063081125	0.194122069	0.096294064	0	0.129170252	0	0	0.009901905
SD0249	LumB	0.061313462	0	0.050928861	0.009414552	0	0.096425619	0	0.032578605	0	0	0	0.010869801	0.003660734	0.03773179	0.007811537	0.258573453	0.006646901	0	0.416071259	0	0	0.007973426
SD0259	LumA	0.160443809	0	0.090423485	0.037296976	0	0.130991144	0	0.002590986	0.032028838	0	0.011567183	0	0	0.201066078	0.01385578	0.29310172	0	0	0.017422338	0	0	0.009211664
SD0260	Her2	0.110133027	0	0.239543951	0.015728249	0	0.089965146	0	0.004167542	0.013739933	0	0.000468869	0.016388001	0	0.108791944	0.05010394	0.234196226	0	0	0.097104943	0	0	0.019668229
SD0261	Her2	0.17560115	0	0.099839008	0.018408825	0	0.255278671	0.007147754	0.011099774	0.019174123	0	0.036909995	0	0.008562497	0.016532983	0.071212837	0.183126944	0.009240309	0.03396583	0.04836993	0	0	0.005529372
SD0263	LumA	0.131144311	0	0.059625601	0.054325161	0	0.256614279	0.01928738	0.024489539	0	0	0.035166167	0	0	0.013979424	0.072752651	0.22095817	0	0.012579909	0.07693061	0	0	0.022146798
SD0269	Her2	0.204627868	0	0.079742796	0	0	0.226020911	0	0.039965499	0.004365261	0	0	0.032035329	0	0.113830635	0.05722993	0.230215571	0	0	0.000531301	0.011434899	0	0
SD0270	LumA	0.070229067	0	0	0	0	0.259434	0	0	0.018436681	0	0.032223736	0	0.005823585	0	0	0.308940722	0.118221916	0	0.155453792	0	0.021391141	0.00984536
SD0271	LumB	0.103507576	0	0.193119033	0.045379213	0	0.184199144	0.029710915	0	0.022894299	0	0.012173659	0	0.024995578	0.032394113	0.031530175	0.234151198	0.028970703	0	0.051405803	0	0	0.005568591
SD0272	Her2	0.127042281	0	0.061398493	0.05954898	0	0.316049332	0	0.043394538	0	0	0.035200827	0	0.016333483	0	0.06420364	0.223596273	0.007446465	0	0.045785687	0	0	0
SD0276	LumA	0.068451762	0	0.015356618	0	0	0.147573355	0	0.010716579	0.02332762	0	0	0.029838068	0	0.232404929	0.053455355	0.350303109	0	0	0	0.058258398	0	0.010314209
SD0278	Basal	0.072905739	0.008945383	0.085862354	0	0	0.29859614	0.00131203	0.034681412	0	0	0.019742322	0.014086058	0	0	0.127654887	0.272427527	0.000866546	0.022191071	0.018257764	0	0	0.022470766
SD0281	LumA	0.193182994	0	0.034329068	0	0	0.186019618	0	0.025212626	0.02261232	0	0.004595045	0	0	0.223131888	0.063949118	0.221695578	0	0	0.025271745	0	0	0
SD0283	LumB	0.137748563	0	0.039144887	0	0	0.188969648	0	0.001899046	0.034384472	0	0.019413531	0.026026927	0.003048049	0	0.036248879	0.268811182	0.098247611	0	0.140393949	0	0	0.005663254
SD0284	Her2	0.099849241	0	0.195665239	0.131898361	0	0.042990458	0.026967865	0.029277393	0.114469964	0	0.034952995	0.016368594	0	0.094612451	0.066219016	0.123185591	0.006506527	0	0.013728177	0	0	0.003308127
SD0287	Her2	0.103905075	0	0.102416074	0.050584248	0	0.092816284	0	0.009669363	0.01265697	0	0	0.05129124	0.008651504	0	0.032014473	0.422766612	0.069198015	0	0.017056879	0	0	0.026973262
SD0289	LumB	0.094862048	0	0.108841118	0.141015344	0	0.100525388	0	0.035365857	0.060500418	0	0.001070847	0.032891583	0.039381841	0.016836585	0.012958638	0.278166579	0	0	0.064148056	0	0	0.013435697
SD0293	Basal	0.122084913	0	0.005100269	0.009653755	0	0.209244884	0.023644181	0.051434499	0.008521917	0	0.003741181	0.020443345	0.019217371	0	0.083400265	0.283577575	0.032233661	0.107179347	0.020522838	0	0	0
SD0293_Rt	Her2	0.122737003	0	0.154814084	0.017354105	0	0.209539932	0.088854024	0	0	0	0.048773722	0	0	0.011850281	0.045114323	0.177709328	0.011537036	0.052748057	0.052383474	0	0	0.006584632
SD0297	LumA	0.185844501	0	0.107696593	0.043668054	0	0.112063664	0	0.014424676	0.011411901	0	0.012136905	0.016689072	0	0	0.042365831	0.293383064	0.070391668	0	0.074708085	0	0	0.015215984
SD0299	LumA	0.078712611	0	0.00439798	0	0	0.105149314	0	0.027502795	0.054341393	0	0.026213137	0.002942858	0	0.191397932	0.021303161	0.234489901	0	0	0.253548918	0	0	0
SD0303	Basal	0.143593083	0	0.008550459	0.093278258	0	0.108279767	0	0.013921875	0.07896237	0	0	0.014326128	0.002002578	0.182621804	0.049745354	0.202037703	0.019012673	0	0.083667947	0	0	0
SD0307	Basal	0.103745557	0	0.087527587	0.019328417	0	0.280576307	0	0.008247676	0.076193776	0	0.019992076	0.012944114	0.022550659	0.054271793	0.040914139	0.255854991	0.012281833	0	0	0.005571073	0	0
SD0311	Basal	0.135831801	0	0.199765788	0.051051815	0	0.286773811	0.000868906	0.000241645	0.005598455	0	0.041252382	0	0.012765082	0.016824206	0.056584798	0.161022127	0.009446411	0	0.012177154	0	0	0.009795618
SD0315	Basal	0.099104824	0	0.112728169	0.065126448	0	0.196730318	0	0.040453707	0.018115532	0	0	0.05464948	0.008424446	0.040006526	0.061809635	0.267488612	0	0	0.035362304	0	0	0
SD0316	Basal	0.076670813	0	0.056765805	0.013507371	0	0.159328046	0	0.052363731	0.050799133	0	0.022028289	0.001747607	0	0.281998035	0.054413633	0.225837678	0	0	0	0.004539859	0	0
SD0323	LumB	0.114346547	0	0	0	0	0.191124616	0	0	0.074422495	0	0.089628876	0	0	0.15124017	0.001226907	0.332040616	0	0	0	0.044831188	0	0.001138586
SD0325	Basal	0.078708998	0.005101707	0.135889369	0.08162082	0	0	0.089268863	0.111616174	0.125341864	0	0	0.063407208	0.009644155	0.128568194	0.014819915	0.15042452	0	0.001096211	0.004492002	0	0	0
SD0326	Her2	0.168493127	0	0.190627934	0.043529373	0	0.120740507	0	0.004436329	0.034139009	0	0	0.024593591	0	0.20867637	0.003597113	0.193143733	0	0	0.008022915	0	0	0
SD0328	Her2	0.125673857	0	0.143043369	0.046095399	0	0.194208693	0	0.021419779	0.019045189	0	0.029707213	0	0	0	0.026998854	0.295179412	0.025160908	0	0.041579764	0	0	0.031887563
SD0329	Her2	0.252971905	0	0.098259544	0.035217031	0	0.199843935	0	0.037072258	0.018378605	0	0.018268603	0.023508343	0.010459508	0.076743232	0.087187036	0.081315196	0.01944247	0.007923097	0.033409238	0	0	0
SD0330	LumA	0.142263734	0	0.061605555	0.082647104	0	0.205265283	0	0.067370911	0.051538616	0	0	0.047650415	0.006432368	0	0.043186371	0.168506725	0.070575576	0.006429564	0.03354829	0.012979489	0	0
SD0337	LumA	0.163413632	0	0.04027668	0	0	0.097878776	0	0.014936257	0	0	0.036557942	0	0	0.346729508	0.012461123	0.197228444	0.015274447	0	0.075243192	0	0	0
SD0339	Her2	0.190385653	0	0.125400223	0	0	0.215980522	0	0.05854517	0	0	0.003086668	0.009316226	0	0	0.05966074	0.23649055	0.005576507	0	0.025506945	0	0	0.070050797
SD0342	Basal	0.183526258	0	0.005348102	0	0	0.148471196	0	0.022329384	0.035780748	0	0	0.021715497	0	0.247643441	0.053327953	0.279404055	0	0	0	0.002453367	0	0
SD0350	LumB	0.043488414	0	0.033718443	0	0	0.18428326	0	0	0.008168468	0.008466619	0	0.038208088	0	0.065260412	0	0.447389298	0	0	0.154336981	0	0	0.016680017
SD0354	Basal	0.090838067	0	0.208934715	0.017878374	0	0.084539334	0	0.057741811	0.022682176	0	0.001214273	0.040173048	0	0.14518307	0.02958264	0.266236416	0	0	0.019561607	0	0	0.015434468
SD0356	LumB	0.150894168	0	0.183052039	0.114024057	0	0.07548044	0.030583815	0.033888617	0.028314459	0	0.025861495	0.014472802	0.016180673	0.001125122	0.099520674	0.160191978	0.048753629	0	0	0.00580022	0	0.011855812
